,Unnamed: 0,Ticker,2015,2016,2017,2018,2019,PredVar
0,0,PG,-9.323275997445537,10.809451225737083,12.53246293417185,4.975150851116607,40.680272751880864,25.67671129989243
1,1,VIPS,-25.512192888957696,-21.63701011091605,4.36331918758834,-56.31999969482422,160.00001049916713,31.182345925511658
2,2,KR,33.11829671550496,-15.036503138433735,-17.06825150364822,-0.9904489187425342,8.690633021320489,23.875974961788216
3,3,RAD,2.7522914680574364,4.303799399846716,-75.91687038144174,-66.6666659204426,0.4545496768344453,34.71057897032476
4,4,GIS,12.897715165910551,10.69317245001439,-1.1629418530465272,-31.28041182968117,45.027569214434564,23.757250918704592
5,5,PM,13.980936777937483,10.865590267752056,20.190038576866343,-32.490965685952396,33.918031893216344,25.7721385618008
6,6,KO,5.339412837835392,0.9589586364282942,13.45170798502823,7.570640532756395,21.67873851751337,33.9087653946414
7,7,WMT,-26.65370178517993,15.72912116448004,47.54264341996496,-3.2752502280311164,29.898016946139087,22.647371474157875
8,8,MDLZ,23.809817736521,2.9766290907913966,-2.718434801211381,-3.3879000482479693,40.916717977365906,21.01838945405533
9,9,MO,23.865489302331603,22.15778008444545,9.429037022838768,-26.452183250203014,8.045047648933885,13.834824921270211
10,10,ABEV,-22.605312498627963,19.04743594414691,31.05356491064481,-38.74638370649407,13.886604800501196,18.32549416599331
11,11,TAL,65.3736654622368,55.30218837633548,148.8996964294103,-11.859927645515196,85.45594916281044,33.68645943488085
12,12,BRFS,-38.54874897853703,10.830041857956784,-25.627477057172776,-50.30621455218526,47.707979736444244,5.802454589021747
13,13,NWL,18.603845240198435,4.493916078788673,-29.774845168059077,-38.988859428606865,9.017197922046675,33.35688493122388
14,14,KMB,13.745828918763074,-7.087421408010563,8.619277304334673,-0.7513520627069893,26.97047353226857,53.557778576750685
15,15,CPB,22.628762719616688,20.44386644702241,-18.525900925619133,-28.04266064489173,58.70461670017825,33.775079743831284
16,16,TGT,-0.8406475611562578,1.4253391429079385,-6.5085601510407125,0.9869942713685412,99.1182734492175,29.9440478855965
17,17,HRL,58.66678305832708,-8.627693871495469,5.26619350757967,20.441642182950368,11.3723294429881,27.195254096471416
18,18,CAG,21.62501550596322,25.94575356766272,-3.067761494437004,-41.75405929922727,65.72874824708063,16.344153406526686
19,19,PEP,8.886701373838283,9.051033548138443,17.795558028898245,-3.3132370877789517,28.77463315970832,27.960623777528873
20,20,COST,19.06252433079839,1.5097241118151274,22.66316838650961,9.307226016875354,44.953568949814155,9.996942749593261
21,21,COTY,26.68124147146635,-25.38467684172081,9.587498508832509,-65.6603636392467,69.12938043185594,23.621024150632017
22,22,MNST,37.72188931205835,-7.842596091439196,38.97672297575196,-21.51171752625608,30.332242462354326,16.952125152401017
23,23,SJM,25.632152051356968,6.861839824054037,-1.1915330270894524,-22.251552417983824,14.417862916463097,27.296612563635545
24,24,CL,-1.3486026129171749,3.4044048161436127,17.704098844788447,-18.85806011660366,19.1365022627099,25.259982449473178
25,25,ADM,-27.728082300006594,31.399446909303414,-10.533776991628576,5.249598942618492,17.15979458036437,42.61260572641675
26,26,DG,2.7615954905003988,3.578818427107646,26.71097823384931,16.234765531062788,46.206252888383034,20.324465915343445
27,27,TAP,29.902934797940002,5.439369288042512,-16.152426183637726,-31.71205881605033,-2.0589401644753784,6.403359843915956
28,28,SYY,5.346119421342533,40.090863810225095,13.922768317817551,5.883635766822913,41.012898231996225,23.659840429380804
29,29,CHD,10.792636011688504,8.676289087055965,14.936454918110226,35.22264851723126,10.601174079288617,23.010110037592487
30,30,BG,-23.422109738587288,11.06581741194968,-6.062801557379633,-19.083351017339922,11.785974843391767,58.00626644806679
31,31,PBH,49.60767152141679,5.125094895979842,-15.842335679043215,-29.64228847073139,31.87887075020229,26.057509633345084
32,32,BIG,-0.2272977358874182,33.1854999784493,15.714994547566436,-46.63813586701128,1.7313423357018205,34.58428994081812
